resultsFileName : 2016-05-18_linux_v2.1.0_node-v5.4.1_v100to1k_1463612233908.json
seq       nT       nO       nP    T-q50   T-q95   T-q99   T-max  T-stdev  P-q50   P-q95     mT%     mO%   testName                                                                 
 21     1000     1000        1    0.376   0.397   0.408   3.725   0.130   0.000   0.000 100.000   0.100   filterJsArray_k1to100_fixedKey_k1d_v1kto1k                                 
 32     1000     1000        1    0.979   1.067   1.075   4.727   0.160   0.001   0.001 100.000   0.100   filterJsArray_k1to100_fixedKey_k4d_v1kto1k                                 
 36      100      100      100    0.728   0.861   1.359   1.378   0.107   0.000   0.000 100.000   1.000   filter_k100to100_m100_v100to100                                            
 16      100      100       10    0.368   0.470   0.560   0.604   0.050   0.000   0.000  54.000   0.540   filter_k10to100_m50_v100to100                                              
 13     1000     1000       11    4.240   6.078   7.258 121.091   3.814   0.000   0.001  50.200   0.050   filter_k10to100_m50_v1kto1k                                                
 29     1000      100        1    0.484   0.709   0.831   4.848   0.232   0.005   0.007  81.500   1.933   filter_k1to100_charDotStar_v1kto100                                        
 25     1000     1000        1    5.702   8.584   9.631  14.023   1.469   0.006   0.009 100.000   1.886   filter_k1to100_charDotStar_v1kto1k                                         
  9     1000     1000        1    2.319   2.507   2.632  15.227   0.451   0.002   0.003 100.000   0.100   filter_k1to100_fixedKey_k1d_v1kto1k                                        
 15     1000     1000        1    4.718   6.709   7.521  14.450   0.720   0.005   0.007 100.000   0.100   filter_k1to100_fixedKey_k4d_v1kto1k                                        
  5      100      100        1    0.322   0.426   1.798   1.812   0.217   0.003   0.004  56.000   0.560   filter_k1to100_m50_v100to100                                               
 20     1000     1000        1    3.608   4.900   6.088  14.812   0.743   0.004   0.005  49.300   0.049   filter_k1to100_m50_v1kto1k                                                 
 17      100      100        1    0.236   0.268   3.207   4.711   0.448   0.002   0.003  42.000   4.060   filter_k1to1_pRegDotStar_tWord_m50_v100to100                               
  8     1000     1000        1    2.132   2.441   2.592  10.671   0.319   0.002   0.002  50.600   4.580   filter_k1to1_pRegDotStar_tWord_m50_v1kto1k                                 
  0      100      100        1    0.143   0.963   1.812   2.099   0.286   0.001   0.010  57.000   0.570   filter_k1to1_pWord_tWord_m50_v100to100                                     
 26     1000     1000        1    1.559   1.646   3.500   4.293   0.371   0.002   0.002  48.800   0.049   filter_k1to1_pWord_tWord_m50_v1kto1k                                       
 34      100        1        1    0.068   0.092   0.212   0.231   0.021   0.068   0.092  56.000  56.000   matchSimple_k1to100_m50_v100to100                                          
  6     1000        1        1    0.076   0.090   0.244   7.087   0.229   0.076   0.090  49.300  49.300   matchSimple_k1to100_m50_v1kto1k                                            
 37      100        1        1    0.064   0.088   0.550   0.713   0.069   0.064   0.088  57.000  57.000   matchSimple_k1to1_pWord_tWord_m50_v100to100                                
 38     1000        1        1    0.061   0.072   0.101   0.214   0.012   0.061   0.072  48.800  48.800   matchSimple_k1to1_pWord_tWord_m50_v1kto1k                                  
 14      100        1      100    0.376   0.408   0.429   0.438   0.016   0.004   0.004 100.000 100.000   match_k100to100_m100_v100to100                                             
 18     1000        1      100    0.388   0.545   1.541   4.103   0.329   0.004   0.005 100.000 100.000   match_k100to100_m100_v1kto1k                                               
 12      100        1       10    0.042   0.057   0.243   0.313   0.029   0.004   0.006  54.000  54.000   match_k10to100_m50_v100to100                                               
 31     1000        1       11    0.050   0.064   0.081   4.880   0.157   0.005   0.006  50.200  50.200   match_k10to100_m50_v1kto1k                                                 
 27      100        1        1    0.007   0.011   0.016   0.017   0.002   0.007   0.011  56.000  56.000   match_k1to100_m50_v100to100                                                
 19     1000        1        1    0.008   0.011   0.019   0.653   0.021   0.008   0.011  49.300  49.300   match_k1to100_m50_v1kto1k                                                  
  7      100        1        1    0.006   0.014   0.029   0.032   0.004   0.006   0.014  47.000  47.000   match_k1to1_pParagraph_tParagraph_m50_v100to100                            
  1     1000        1        1    0.002   0.004   0.014   0.760   0.034   0.002   0.004  49.500  49.500   match_k1to1_pParagraph_tParagraph_m50_v1kto1k                              
 10      100        1        1    0.003   0.007   0.377   0.599   0.059   0.003   0.007  47.000  47.000   match_k1to1_pString_tString_m50_v100to100                                  
  4     1000        1        1    0.002   0.003   0.004   0.016   0.001   0.002   0.003  50.800  50.800   match_k1to1_pString_tString_m50_v1kto1k                                    
 24      100        1        1    0.003   0.005   0.012   0.014   0.001   0.003   0.005  57.000  57.000   match_k1to1_pWord_tWord_m50_v100to100                                      
 11     1000        1        1    0.003   0.004   0.007   0.022   0.001   0.003   0.004  48.800  48.800   match_k1to1_pWord_tWord_m50_v1kto1k                                        
 28      100        1        1    0.008   0.026   0.078   0.093   0.012   0.008   0.026  42.000  42.000   regMatch_k1to1_pRegDotStar_tWord_m50_v100to100                             
 30     1000        1        1    0.008   0.024   0.028   0.309   0.013   0.008   0.024  50.100  50.100   regMatch_k1to1_pRegDotStar_tWord_m50_v1kto1k                               
  3      100        1        1    0.015   0.025   0.220   0.308   0.031   0.015   0.025  40.000  40.000   regMatch_k1to1_pRegDot_tWord_m50_v100to100                                 
 33     1000        1        1    0.017   0.023   0.034   0.651   0.022   0.017   0.023  44.800  44.800   regMatch_k1to1_pRegDot_tWord_m50_v1kto1k                                   
 22      100        1        1    0.005   0.011   0.034   0.035   0.004   0.005   0.011  57.000  57.000   regMatch_k1to1_pRegMidStr_tWord_m50_v100to100                              
 35     1000        1        1    0.005   0.007   0.009   0.120   0.004   0.005   0.007  48.200  48.200   regMatch_k1to1_pRegMidStr_tWord_m50_v1kto1k                                
 23      100        1        1    0.005   0.008   0.158   0.208   0.021   0.005   0.008  51.000  51.000   regMatch_k1to1_pRegPhone_tPhone_m50_v100to100                              
  2     1000        1        1    0.004   0.005   0.011   0.338   0.011   0.004   0.005  47.500  47.500   regMatch_k1to1_pRegPhone_tPhone_m50_v1kto1k                                
