resultsFileName : 2016-05-18_win32_v2.1.0_node-v4.4.4_v100to1k_1463592405929.json
seq       nT       nO       nP    T-q50   T-q95   T-q99   T-max  T-stdev  P-q50   P-q95     mT%     mO%   testName                                                                 
 32      100        1      100    0.364   0.498   0.903   1.038   0.087   0.004   0.005 100.000 100.000   match_k100to100_m100_v100to100                                             
 28     1000        1      100    0.357   0.506   1.028   8.479   0.369   0.004   0.005 100.000 100.000   match_k100to100_m100_v1kto1k                                               
 36      100        1       10    0.041   0.081   0.181   0.210   0.022   0.004   0.008  54.000  54.000   match_k10to100_m50_v100to100                                               
 17     1000        1       11    0.045   0.134   0.219  11.428   0.361   0.004   0.012  50.200  50.200   match_k10to100_m50_v1kto1k                                                 
  4      100        1        1    0.006   0.013   0.019   0.020   0.003   0.006   0.013  56.000  56.000   match_k1to100_m50_v100to100                                                
 24     1000        1        1    0.006   0.012   0.024   0.629   0.022   0.006   0.012  49.300  49.300   match_k1to100_m50_v1kto1k                                                  
 29      100        1        1    0.006   0.013   0.018   0.020   0.003   0.006   0.013  47.000  47.000   match_k1to1_pParagraph_tParagraph_m50_v100to100                            
  0     1000        1        1    0.004   0.008   0.047   0.539   0.026   0.004   0.008  49.500  49.500   match_k1to1_pParagraph_tParagraph_m50_v1kto1k                              
 27      100        1        1    0.004   0.008   0.058   0.085   0.008   0.004   0.008  47.000  47.000   match_k1to1_pString_tString_m50_v100to100                                  
  1     1000        1        1    0.002   0.007   0.023   0.348   0.015   0.002   0.007  50.800  50.800   match_k1to1_pString_tString_m50_v1kto1k                                    
 11      100        1        1    0.002   0.008   0.020   0.024   0.003   0.002   0.008  57.000  57.000   match_k1to1_pWord_tWord_m50_v100to100                                      
  3     1000        1        1    0.002   0.003   0.018   0.149   0.006   0.002   0.003  48.800  48.800   match_k1to1_pWord_tWord_m50_v1kto1k                                        
  9      100        1        1    0.005   0.022   0.038   0.039   0.008   0.005   0.022  42.000  42.000   regMatch_k1to1_pRegDotStar_tWord_m50_v100to100                             
 33     1000        1        1    0.008   0.030   0.059   4.435   0.141   0.008   0.030  50.100  50.100   regMatch_k1to1_pRegDotStar_tWord_m50_v1kto1k                               
 18      100        1        1    0.013   0.027   0.080   0.081   0.012   0.013   0.027  40.000  40.000   regMatch_k1to1_pRegDot_tWord_m50_v100to100                                 
 26     1000        1        1    0.016   0.032   0.055   0.139   0.011   0.016   0.032  44.800  44.800   regMatch_k1to1_pRegDot_tWord_m50_v1kto1k                                   
 15      100        1        1    0.006   0.010   0.021   0.026   0.002   0.006   0.010  57.000  57.000   regMatch_k1to1_pRegMidStr_tWord_m50_v100to100                              
 34     1000        1        1    0.005   0.014   0.031   0.215   0.011   0.005   0.014  48.200  48.200   regMatch_k1to1_pRegMidStr_tWord_m50_v1kto1k                                
 25      100        1        1    0.006   0.016   0.118   0.169   0.017   0.006   0.016  51.000  51.000   regMatch_k1to1_pRegPhone_tPhone_m50_v100to100                              
  6     1000        1        1    0.004   0.007   0.022   0.300   0.013   0.004   0.007  47.500  47.500   regMatch_k1to1_pRegPhone_tPhone_m50_v1kto1k                                
