resultsFileName : 2016-05-04_linux_v1.0.0_node-v4.2.4_v100to1k_1462375423391.json
seq       nT       nO       nP    T-q50   T-q95   T-q99   T-max  T-stdev  P-q50   P-q95     mT%     mO%   testName                                                                 
  3     1000     1000        1    0.054   0.070   0.085   0.651   0.027   0.000   0.000 100.000   0.100   filterJsArray_k1to100_fixedKey_k1d_v1kto1k                                 
 14     1000     1000        1    0.133   0.155   0.162   0.889   0.025   0.000   0.000 100.000   0.100   filterJsArray_k1to100_fixedKey_k4d_v1kto1k                                 
  4      100      100      100    0.788   0.902   4.959   7.096   0.633   0.000   0.000 100.000   1.000   filter_k100to100_m100_v100to100                                            
 22      100      100       10    0.362   0.475   2.566   3.778   0.343   0.000   0.000  54.000   0.540   filter_k10to100_m50_v100to100                                              
 30     1000     1000       11    3.743   4.873   5.745  12.205   0.643   0.000   0.000  50.200   0.050   filter_k10to100_m50_v1kto1k                                                
 12     1000      100        1    0.456   0.682   0.814   2.156   0.153   0.005   0.007  81.500   1.933   filter_k1to100_charDotStar_v1kto100                                        
 27     1000     1000        1    4.748   6.984   7.871  57.092   2.023   0.005   0.007 100.000   1.886   filter_k1to100_charDotStar_v1kto1k                                         
 36     1000     1000        1    1.311   1.405   2.470   6.220   0.272   0.001   0.001 100.000   0.100   filter_k1to100_fixedKey_k1d_v1kto1k                                        
  7     1000     1000        1    3.109   3.273   4.452   7.651   0.298   0.003   0.003 100.000   0.100   filter_k1to100_fixedKey_k4d_v1kto1k                                        
 17      100      100        1    0.308   0.419   3.226   4.875   0.456   0.003   0.004  56.000   0.560   filter_k1to100_m50_v100to100                                               
  0     1000     1000        1    3.580   4.719   5.874  44.191   1.465   0.004   0.005  49.300   0.049   filter_k1to100_m50_v1kto1k                                                 
 11      100      100        1    0.191   0.218   0.266   0.283   0.013   0.002   0.002  42.000   4.060   filter_k1to1_pRegDotStar_tWord_m50_v100to100                               
  5     1000     1000        1    1.864   2.545   2.824   3.922   0.225   0.002   0.003  50.600   4.580   filter_k1to1_pRegDotStar_tWord_m50_v1kto1k                                 
 16      100      100        1    0.130   0.157   2.245   3.069   0.301   0.001   0.002  57.000   0.570   filter_k1to1_pWord_tWord_m50_v100to100                                     
 23     1000     1000        1    1.224   1.334   2.189   3.516   0.204   0.001   0.001  48.800   0.049   filter_k1to1_pWord_tWord_m50_v1kto1k                                       
 35      100        1        1    0.057   0.079   0.189   0.215   0.019   0.057   0.079  56.000  56.000   matchSimple_k1to100_m50_v100to100                                          
 19     1000        1        1    0.057   0.072   0.093   0.741   0.025   0.057   0.072  49.300  49.300   matchSimple_k1to100_m50_v1kto1k                                            
 15      100        1        1    0.048   0.072   0.263   0.369   0.033   0.048   0.072  57.000  57.000   matchSimple_k1to1_pWord_tWord_m50_v100to100                                
 24     1000        1        1    0.046   0.061   0.080   0.199   0.011   0.046   0.061  48.800  48.800   matchSimple_k1to1_pWord_tWord_m50_v1kto1k                                  
  6      100        1      100    0.440   0.489   0.539   0.544   0.029   0.004   0.005 100.000 100.000   match_k100to100_m100_v100to100                                             
 38     1000        1      100    0.452   0.731   0.814   3.753   0.201   0.005   0.007 100.000 100.000   match_k100to100_m100_v1kto1k                                               
 10      100        1       10    0.051   0.063   0.077   0.080   0.006   0.005   0.006  54.000  54.000   match_k10to100_m50_v100to100                                               
 29     1000        1       11    0.057   0.144   0.169   0.410   0.031   0.005   0.013  50.200  50.200   match_k10to100_m50_v1kto1k                                                 
 21      100        1        1    0.009   0.014   0.027   0.029   0.003   0.009   0.014  56.000  56.000   match_k1to100_m50_v100to100                                                
 28     1000        1        1    0.009   0.013   0.022   0.618   0.027   0.009   0.013  49.300  49.300   match_k1to100_m50_v1kto1k                                                  
 20      100        1        1    0.002   0.004   0.010   0.013   0.001   0.002   0.004  47.000  47.000   match_k1to1_pParagraph_tParagraph_m50_v100to100                            
 34     1000        1        1    0.002   0.003   0.014   0.020   0.001   0.002   0.003  49.500  49.500   match_k1to1_pParagraph_tParagraph_m50_v1kto1k                              
 33      100        1        1    0.002   0.003   0.007   0.008   0.001   0.002   0.003  47.000  47.000   match_k1to1_pString_tString_m50_v100to100                                  
