resultsFileName : 2016-05-18_linux_v2.1.0_node-v5.4.1_v100to1k_1463612128649.json
seq       nT       nO       nP    T-q50   T-q95   T-q99   T-max  T-stdev  P-q50   P-q95     mT%     mO%   testName                                                                 
 18     1000     1000        1    1.823   2.116   2.310   3.206   0.126   0.002   0.002  50.600   4.580   filter_k1to1_pRegDotStar_tWord_m50_v1kto1k                                 
 11      100      100        1    0.162   0.182   2.252   3.492   0.331   0.002   0.002  57.000   0.570   filter_k1to1_pWord_tWord_m50_v100to100                                     
 22     1000     1000        1    1.175   1.266   2.644   3.329   0.272   0.001   0.001  48.800   0.049   filter_k1to1_pWord_tWord_m50_v1kto1k                                       
 33      100        1        1    0.075   0.107   0.580   0.793   0.073   0.075   0.107  56.000  56.000   matchSimple_k1to100_m50_v100to100                                          
 23     1000        1        1    0.021   0.032   0.048  11.406   0.360   0.021   0.032  49.300  49.300   matchSimple_k1to100_m50_v1kto1k                                            
 29      100        1        1    0.068   0.094   2.959   4.646   0.455   0.068   0.094  57.000  57.000   matchSimple_k1to1_pWord_tWord_m50_v100to100                                
 17     1000        1        1    0.011   0.013   0.020   1.330   0.050   0.011   0.013  48.800  48.800   matchSimple_k1to1_pWord_tWord_m50_v1kto1k                                  
 20      100        1      100    0.364   0.397   2.770   4.153   0.377   0.004   0.004 100.000 100.000   match_k100to100_m100_v100to100                                             
 10     1000        1      100    0.378   0.411   0.441   3.759   0.271   0.004   0.004 100.000 100.000   match_k100to100_m100_v1kto1k                                               
  3      100        1       10    0.046   0.064   0.220   0.289   0.026   0.005   0.006  54.000  54.000   match_k10to100_m50_v100to100                                               
 26     1000        1       11    0.050   0.065   0.078   0.775   0.030   0.005   0.006  50.200  50.200   match_k10to100_m50_v1kto1k                                                 
 27      100        1        1    0.006   0.011   0.027   0.032   0.003   0.006   0.011  56.000  56.000   match_k1to100_m50_v100to100                                                
  1     1000        1        1    0.010   0.014   0.023   0.757   0.041   0.010   0.014  49.300  49.300   match_k1to100_m50_v1kto1k                                                  
 13      100        1        1    0.002   0.004   0.011   0.014   0.001   0.002   0.004  47.000  47.000   match_k1to1_pParagraph_tParagraph_m50_v100to100                            
 19     1000        1        1    0.002   0.003   0.004   0.022   0.001   0.002   0.003  49.500  49.500   match_k1to1_pParagraph_tParagraph_m50_v1kto1k                              
 38      100        1        1    0.002   0.003   0.026   0.030   0.003   0.002   0.003  47.000  47.000   match_k1to1_pString_tString_m50_v100to100                                  
 34     1000        1        1    0.002   0.003   0.004   0.017   0.001   0.002   0.003  50.800  50.800   match_k1to1_pString_tString_m50_v1kto1k                                    
 14      100        1        1    0.002   0.004   0.454   0.724   0.072   0.002   0.004  57.000  57.000   match_k1to1_pWord_tWord_m50_v100to100                                      
  5     1000        1        1    0.004   0.005   0.010   0.023   0.001   0.004   0.005  48.800  48.800   match_k1to1_pWord_tWord_m50_v1kto1k                                        
 21      100        1        1    0.005   0.021   0.044   0.055   0.008   0.005   0.021  42.000  42.000   regMatch_k1to1_pRegDotStar_tWord_m50_v100to100                             
 36     1000        1        1    0.006   0.022   0.029   8.940   0.282   0.006   0.022  50.100  50.100   regMatch_k1to1_pRegDotStar_tWord_m50_v1kto1k                               
 24      100        1        1    0.009   0.022   0.057   0.072   0.009   0.009   0.022  40.000  40.000   regMatch_k1to1_pRegDot_tWord_m50_v100to100                                 
 30     1000        1        1    0.014   0.019   0.022   0.072   0.007   0.014   0.019  44.800  44.800   regMatch_k1to1_pRegDot_tWord_m50_v1kto1k                                   
 25      100        1        1    0.004   0.009   0.120   0.123   0.016   0.004   0.009  57.000  57.000   regMatch_k1to1_pRegMidStr_tWord_m50_v100to100                              
 15     1000        1        1    0.004   0.005   0.006   0.626   0.020   0.004   0.005  48.200  48.200   regMatch_k1to1_pRegMidStr_tWord_m50_v1kto1k                                
 16      100        1        1    0.004   0.006   0.138   0.207   0.020   0.004   0.006  51.000  51.000   regMatch_k1to1_pRegPhone_tPhone_m50_v100to100                              
 32     1000        1        1    0.006   0.008   0.024   0.679   0.040   0.006   0.008  47.500  47.500   regMatch_k1to1_pRegPhone_tPhone_m50_v1kto1k                                
