resultsFileName : 2016-05-18_linux_v2.1.0_node-v5.4.1_v100to1k_1463612413831.json
seq       nT       nO       nP    T-q50   T-q95   T-q99   T-max  T-stdev  P-q50   P-q95     mT%     mO%   testName                                                                 
  9     1000        1      100    0.382   0.412   0.434   3.819   0.237   0.004   0.004 100.000 100.000   match_k100to100_m100_v1kto1k                                               
 23      100        1       10    0.064   0.082   3.894   6.045   0.596   0.006   0.008  54.000  54.000   match_k10to100_m50_v100to100                                               
 15     1000        1       11    0.046   0.054   0.059   0.289   0.010   0.004   0.005  50.200  50.200   match_k10to100_m50_v1kto1k                                                 
 21      100        1        1    0.007   0.013   0.024   0.028   0.003   0.007   0.013  56.000  56.000   match_k1to100_m50_v100to100                                                
 19     1000        1        1    0.009   0.013   0.017   0.543   0.020   0.009   0.013  49.300  49.300   match_k1to100_m50_v1kto1k                                                  
 16      100        1        1    0.002   0.003   0.027   0.037   0.004   0.002   0.003  47.000  47.000   match_k1to1_pParagraph_tParagraph_m50_v100to100                            
 37     1000        1        1    0.002   0.003   0.004   0.013   0.001   0.002   0.003  49.500  49.500   match_k1to1_pParagraph_tParagraph_m50_v1kto1k                              
  7      100        1        1    0.002   0.003   0.011   0.013   0.001   0.002   0.003  47.000  47.000   match_k1to1_pString_tString_m50_v100to100                                  
 13     1000        1        1    0.002   0.003   0.003   0.021   0.001   0.002   0.003  50.800  50.800   match_k1to1_pString_tString_m50_v1kto1k                                    
 34      100        1        1    0.002   0.003   0.010   0.012   0.001   0.002   0.003  57.000  57.000   match_k1to1_pWord_tWord_m50_v100to100                                      
  2     1000        1        1    0.002   0.002   0.003   0.482   0.016   0.002   0.002  48.800  48.800   match_k1to1_pWord_tWord_m50_v1kto1k                                        
 36      100        1        1    0.004   0.006   0.023   0.024   0.003   0.004   0.006  42.000  42.000   regMatch_k1to1_pRegDotStar_tWord_m50_v100to100                             
 31     1000        1        1    0.006   0.020   0.027   0.107   0.007   0.006   0.020  50.100  50.100   regMatch_k1to1_pRegDotStar_tWord_m50_v1kto1k                               
 38      100        1        1    0.009   0.027   0.057   0.063   0.010   0.009   0.027  40.000  40.000   regMatch_k1to1_pRegDot_tWord_m50_v100to100                                 
 26     1000        1        1    0.016   0.024   0.109   0.577   0.023   0.016   0.024  44.800  44.800   regMatch_k1to1_pRegDot_tWord_m50_v1kto1k                                   
 25      100        1        1    0.007   0.020   0.357   0.492   0.051   0.007   0.020  57.000  57.000   regMatch_k1to1_pRegMidStr_tWord_m50_v100to100                              
 30     1000        1        1    0.004   0.005   0.008   0.630   0.020   0.004   0.005  48.200  48.200   regMatch_k1to1_pRegMidStr_tWord_m50_v1kto1k                                
 17      100        1        1    0.003   0.006   0.032   0.038   0.004   0.003   0.006  51.000  51.000   regMatch_k1to1_pRegPhone_tPhone_m50_v100to100                              
 12     1000        1        1    0.004   0.005   0.008   0.768   0.025   0.004   0.005  47.500  47.500   regMatch_k1to1_pRegPhone_tPhone_m50_v1kto1k                                
