resultsFileName : 2016-05-04_win32_v1.0.0_node-v4.4.3_v100to1k_1462353701196.json
seq       nT       nO       nP    T-q50   T-q95   T-q99   T-max  T-stdev  P-q50   P-q95     mT%     mO%   testName                                                                 
 29     1000        1      100    0.384   0.625   0.994   4.212   0.263   0.004   0.006 100.000 100.000   match_k100to100_m100_v1kto1k                                               
 31      100        1       10    0.050   0.079   3.392   5.337   0.526   0.005   0.008  54.000  54.000   match_k10to100_m50_v100to100                                               
 20     1000        1       11    0.046   0.097   0.183   6.471   0.205   0.004   0.009  50.200  50.200   match_k10to100_m50_v1kto1k                                                 
  7      100        1        1    0.023   0.118   0.218   0.241   0.035   0.023   0.118  56.000  56.000   match_k1to100_m50_v100to100                                                
 21     1000        1        1    0.008   0.016   0.034   0.219   0.008   0.008   0.016  49.300  49.300   match_k1to100_m50_v1kto1k                                                  
 16      100        1        1    0.004   0.007   0.016   0.019   0.002   0.004   0.007  47.000  47.000   match_k1to1_pParagraph_tParagraph_m50_v100to100                            
 23     1000        1        1    0.003   0.006   0.012   0.074   0.003   0.003   0.006  49.500  49.500   match_k1to1_pParagraph_tParagraph_m50_v1kto1k                              
 26      100        1        1    0.003   0.005   0.018   0.021   0.002   0.003   0.005  47.000  47.000   match_k1to1_pString_tString_m50_v100to100                                  
 25     1000        1        1    0.002   0.009   0.051   0.136   0.010   0.002   0.009  50.800  50.800   match_k1to1_pString_tString_m50_v1kto1k                                    
 10      100        1        1    0.002   0.011   0.048   0.057   0.007   0.002   0.011  57.000  57.000   match_k1to1_pWord_tWord_m50_v100to100                                      
 22     1000        1        1    0.004   0.012   0.024   0.092   0.005   0.004   0.012  48.800  48.800   match_k1to1_pWord_tWord_m50_v1kto1k                                        
  8      100        1        1    0.015   0.075   0.804   0.971   0.108   0.015   0.075  42.000  42.000   regMatch_k1to1_pRegDotStar_tWord_m50_v100to100                             
 19     1000        1        1    0.008   0.032   0.064   0.161   0.013   0.008   0.032  50.100  50.100   regMatch_k1to1_pRegDotStar_tWord_m50_v1kto1k                               
 28      100        1        1    0.008   0.019   0.051   0.067   0.008   0.008   0.019  40.000  40.000   regMatch_k1to1_pRegDot_tWord_m50_v100to100                                 
  0     1000        1        1    0.017   0.045   0.142   1.029   0.049   0.017   0.045  44.800  44.800   regMatch_k1to1_pRegDot_tWord_m50_v1kto1k                                   
 13      100        1        1    0.007   0.022   0.181   0.250   0.025   0.007   0.022  57.000  57.000   regMatch_k1to1_pRegMidStr_tWord_m50_v100to100                              
 35     1000        1        1    0.004   0.008   0.018   0.043   0.003   0.004   0.008  48.200  48.200   regMatch_k1to1_pRegMidStr_tWord_m50_v1kto1k                                
 11      100        1        1    0.004   0.005   0.125   0.191   0.019   0.004   0.005  51.000  51.000   regMatch_k1to1_pRegPhone_tPhone_m50_v100to100                              
  4     1000        1        1    0.004   0.009   0.017   0.296   0.014   0.004   0.009  47.500  47.500   regMatch_k1to1_pRegPhone_tPhone_m50_v1kto1k                                
