resultsFileName : 2016-05-04_win32_v1.0.0_node-v4.4.3_v100to1k_1462376151333.json
seq       nT       nO       nP    T-q50   T-q95   T-q99   T-max  T-stdev  P-q50   P-q95     mT%     mO%   testName                                                                 
 16     1000     1000        1    0.209   0.544   1.050  10.614   0.375   0.000   0.001 100.000   0.100   filterJsArray_k1to100_fixedKey_k1d_v1kto1k                                 
  7     1000     1000        1    0.888   1.911   2.800   6.538   0.452   0.001   0.002 100.000   0.100   filterJsArray_k1to100_fixedKey_k4d_v1kto1k                                 
 32      100      100      100    0.684   1.114   1.712   1.868   0.193   0.000   0.000 100.000   1.000   filter_k100to100_m100_v100to100                                            
  1      100      100       10    0.322   0.677   3.524   4.956   0.480   0.000   0.001  54.000   0.540   filter_k10to100_m50_v100to100                                              
  6     1000     1000       11    3.340   5.408   8.255  84.767   2.770   0.000   0.000  50.200   0.050   filter_k10to100_m50_v1kto1k                                                
 13     1000      100        1    0.528   0.957   1.742   5.377   0.318   0.005   0.010  81.500   1.933   filter_k1to100_charDotStar_v1kto100                                        
 22     1000     1000        1    6.605  12.767  18.174  46.229   3.130   0.007   0.013 100.000   1.886   filter_k1to100_charDotStar_v1kto1k                                         
 28     1000     1000        1    1.234   2.092   2.977  60.372   1.905   0.001   0.002 100.000   0.100   filter_k1to100_fixedKey_k1d_v1kto1k                                        
  2     1000     1000        1    6.284   8.448  10.976  14.087   1.024   0.006   0.008 100.000   0.100   filter_k1to100_fixedKey_k4d_v1kto1k                                        
 23      100      100        1    0.293   0.681   1.490   1.808   0.198   0.003   0.007  56.000   0.560   filter_k1to100_m50_v100to100                                               
  0     1000     1000        1    3.172   4.832   6.162  31.164   1.178   0.003   0.005  49.300   0.049   filter_k1to100_m50_v1kto1k                                                 
 14      100      100        1    0.233   0.651   1.446   1.772   0.202   0.002   0.007  42.000   4.060   filter_k1to1_pRegDotStar_tWord_m50_v100to100                               
 30     1000     1000        1    1.710   2.570   3.014   3.541   0.306   0.002   0.003  50.600   4.580   filter_k1to1_pRegDotStar_tWord_m50_v1kto1k                                 
 36      100      100        1    0.117   0.295   0.428   0.471   0.062   0.001   0.003  57.000   0.570   filter_k1to1_pWord_tWord_m50_v100to100                                     
  4     1000     1000        1    1.899   3.175   3.977   5.558   0.459   0.002   0.003  48.800   0.049   filter_k1to1_pWord_tWord_m50_v1kto1k                                       
 34      100        1        1    0.058   0.141   0.241   0.250   0.033   0.058   0.141  56.000  56.000   matchSimple_k1to100_m50_v100to100                                          
  5     1000        1        1    0.049   0.088   0.224   0.506   0.035   0.049   0.088  49.300  49.300   matchSimple_k1to100_m50_v1kto1k                                            
 11      100        1        1    0.056   0.128   0.520   0.628   0.070   0.056   0.128  57.000  57.000   matchSimple_k1to1_pWord_tWord_m50_v100to100                                
 21     1000        1        1    0.043   0.095   0.180   0.341   0.027   0.043   0.095  48.800  48.800   matchSimple_k1to1_pWord_tWord_m50_v1kto1k                                  
  9      100        1      100    0.391   0.993   3.406   4.516   0.458   0.004   0.010 100.000 100.000   match_k100to100_m100_v100to100                                             
 25     1000        1      100    0.369   0.703   1.085   3.652   0.220   0.004   0.007 100.000 100.000   match_k100to100_m100_v1kto1k                                               
  8      100        1       10    0.045   0.064   0.082   0.085   0.009   0.004   0.006  54.000  54.000   match_k10to100_m50_v100to100                                               
 37     1000        1       11    0.043   0.072   0.138   0.244   0.019   0.004   0.007  50.200  50.200   match_k10to100_m50_v1kto1k                                                 
 31      100        1        1    0.010   0.017   0.033   0.041   0.004   0.010   0.017  56.000  56.000   match_k1to100_m50_v100to100                                                
 17     1000        1        1    0.008   0.018   0.027   0.309   0.011   0.008   0.018  49.300  49.300   match_k1to100_m50_v1kto1k                                                  
 26      100        1        1    0.003   0.008   0.019   0.020   0.003   0.003   0.008  47.000  47.000   match_k1to1_pParagraph_tParagraph_m50_v100to100                            
 20     1000        1        1    0.005   0.012   0.018   0.038   0.003   0.005   0.012  49.500  49.500   match_k1to1_pParagraph_tParagraph_m50_v1kto1k                              
 27      100        1        1    0.003   0.007   0.021   0.028   0.003   0.003   0.007  47.000  47.000   match_k1to1_pString_tString_m50_v100to100                                  
 38     1000        1        1    0.004   0.008   0.019   0.038   0.003   0.004   0.008  50.800  50.800   match_k1to1_pString_tString_m50_v1kto1k                                    
 12      100        1        1    0.005   0.011   0.032   0.041   0.004   0.005   0.011  57.000  57.000   match_k1to1_pWord_tWord_m50_v100to100                                      
  3     1000        1        1    0.005   0.011   0.027   1.205   0.039   0.005   0.011  48.800  48.800   match_k1to1_pWord_tWord_m50_v1kto1k                                        
 35      100        1        1    0.005   0.023   0.044   0.046   0.008   0.005   0.023  42.000  42.000   regMatch_k1to1_pRegDotStar_tWord_m50_v100to100                             
 10     1000        1        1    0.018   0.064   0.146   0.401   0.029   0.018   0.064  50.100  50.100   regMatch_k1to1_pRegDotStar_tWord_m50_v1kto1k                               
 18      100        1        1    0.021   0.052   0.131   0.164   0.020   0.021   0.052  40.000  40.000   regMatch_k1to1_pRegDot_tWord_m50_v100to100                                 
 29     1000        1        1    0.013   0.031   0.048   0.308   0.015   0.013   0.031  44.800  44.800   regMatch_k1to1_pRegDot_tWord_m50_v1kto1k                                   
 24      100        1        1    0.004   0.013   0.033   0.034   0.005   0.004   0.013  57.000  57.000   regMatch_k1to1_pRegMidStr_tWord_m50_v100to100                              
 15     1000        1        1    0.006   0.013   0.043   0.164   0.009   0.006   0.013  48.200  48.200   regMatch_k1to1_pRegMidStr_tWord_m50_v1kto1k                                
 33      100        1        1    0.004   0.004   0.115   0.180   0.018   0.004   0.004  51.000  51.000   regMatch_k1to1_pRegPhone_tPhone_m50_v100to100                              
 19     1000        1        1    0.007   0.014   0.023   0.563   0.023   0.007   0.014  47.500  47.500   regMatch_k1to1_pRegPhone_tPhone_m50_v1kto1k                                
