resultsFileName : 2016-05-04_linux_v1.0.0_node-v5.4.1_v100to1k_1462375050307.json
seq       nT       nO       nP    T-q50   T-q95   T-q99   T-max  T-stdev  P-q50   P-q95     mT%     mO%   testName                                                                 
 16     1000     1000        1    0.050   0.070  18.865  20.517   2.270   0.000   0.000 100.000   0.100   filterJsArray_k1to100_fixedKey_k1d_v1kto1k                                 
  4     1000     1000        1    1.146  21.589  21.781  44.781   8.848   0.001   0.022 100.000   0.100   filterJsArray_k1to100_fixedKey_k4d_v1kto1k                                 
 18      100      100      100    1.035  21.374  23.713  25.040   8.377   0.000   0.002 100.000   1.000   filter_k100to100_m100_v100to100                                            
 35      100      100       10    0.571  21.152 329.326 514.116  51.300   0.001   0.021  54.000   0.540   filter_k10to100_m50_v100to100                                              
 33     1000     1000       11   25.223  46.515  47.643  68.191   9.480   0.002   0.004  50.200   0.050   filter_k10to100_m50_v1kto1k                                                
 15     1000      100        1    0.623  21.003  21.218  21.387   7.058   0.006   0.210  81.500   1.933   filter_k1to100_charDotStar_v1kto100                                        
 14     1000     1000        1   41.922  48.335  65.621 441.427  17.076   0.042   0.048 100.000   1.886   filter_k1to100_charDotStar_v1kto1k                                         
 23     1000     1000        1    1.816  22.216  22.383  63.594   9.812   0.002   0.022 100.000   0.100   filter_k1to100_fixedKey_k1d_v1kto1k                                        
 30     1000     1000        1   43.133  47.886  48.865  99.159   9.901   0.043   0.048 100.000   0.100   filter_k1to100_fixedKey_k4d_v1kto1k                                        
  1      100      100        1    0.436  20.848  22.574  23.410   6.834   0.004   0.208  56.000   0.560   filter_k1to100_m50_v100to100                                               
 17     1000     1000        1   24.854  45.605  46.595  47.834   8.398   0.025   0.046  49.300   0.049   filter_k1to100_m50_v1kto1k                                                 
 31      100      100        1    0.303  20.667  20.990  21.099   5.301   0.003   0.207  42.000   4.060   filter_k1to1_pRegDotStar_tWord_m50_v100to100                               
  5     1000     1000        1   22.835  23.488  23.735  26.455   9.086   0.023   0.023  50.600   4.580   filter_k1to1_pRegDotStar_tWord_m50_v1kto1k                                 
 36      100      100        1    0.173  10.156  21.490  22.081   4.342   0.002   0.102  57.000   0.570   filter_k1to1_pWord_tWord_m50_v100to100                                     
  2     1000     1000        1   23.527  23.841  23.942  25.429   7.571   0.024   0.024  48.800   0.049   filter_k1to1_pWord_tWord_m50_v1kto1k                                       
 12      100        1        1    0.100   0.176  20.490  20.514   3.264   0.100   0.176  56.000  56.000   matchSimple_k1to100_m50_v100to100                                          
 38     1000        1        1    0.097   0.135  20.476  44.287   3.361   0.097   0.135  49.300  49.300   matchSimple_k1to100_m50_v1kto1k                                            
 32      100        1        1    0.089   0.134  20.500  20.582   2.853   0.089   0.134  57.000  57.000   matchSimple_k1to1_pWord_tWord_m50_v100to100                                
 28     1000        1        1    0.085   0.114  20.450  20.554   2.908   0.085   0.114  48.800  48.800   matchSimple_k1to1_pWord_tWord_m50_v1kto1k                                  
 22      100        1      100    0.573  20.908  21.046  21.078   6.763   0.006   0.209 100.000 100.000   match_k100to100_m100_v100to100                                             
  6     1000        1      100    0.518  20.911  20.993  23.956   6.525   0.005   0.209 100.000 100.000   match_k100to100_m100_v1kto1k                                               
  8      100        1       10    0.063   0.087  20.446  20.457   2.853   0.006   0.009  54.000  54.000   match_k10to100_m50_v100to100                                               
 27     1000        1       11    0.065   0.088  20.433  20.531   2.649   0.006   0.008  50.200  50.200   match_k10to100_m50_v1kto1k                                                 
 25      100        1        1    0.010   0.023   0.429   0.675   0.066   0.010   0.023  56.000  56.000   match_k1to100_m50_v100to100                                                
 13     1000        1        1    0.011   0.023   0.028  21.002   0.839   0.011   0.023  49.300  49.300   match_k1to100_m50_v1kto1k                                                  
 34      100        1        1    0.004   0.007   0.018   0.019   0.002   0.004   0.007  47.000  47.000   match_k1to1_pParagraph_tParagraph_m50_v100to100                            
 26     1000        1        1    0.003   0.004   0.016   0.027   0.002   0.003   0.004  49.500  49.500   match_k1to1_pParagraph_tParagraph_m50_v1kto1k                              
  7      100        1        1    0.003   0.005   5.082   8.153   0.811   0.003   0.005  47.000  47.000   match_k1to1_pString_tString_m50_v100to100                                  
 19     1000        1        1    0.003   0.004   0.016  20.962   1.002   0.003   0.004  50.800  50.800   match_k1to1_pString_tString_m50_v1kto1k                                    
  9      100        1        1    0.003   0.006   0.016   0.016   0.002   0.003   0.006  57.000  57.000   match_k1to1_pWord_tWord_m50_v100to100                                      
 37     1000        1        1    0.003   0.004   0.016   0.642   0.020   0.003   0.004  48.800  48.800   match_k1to1_pWord_tWord_m50_v1kto1k                                        
 10      100        1        1    0.008   0.028   0.058   0.066   0.010   0.008   0.028  42.000  42.000   regMatch_k1to1_pRegDotStar_tWord_m50_v100to100                             
 29     1000        1        1    0.010   0.028   0.058  20.503   1.287   0.010   0.028  50.100  50.100   regMatch_k1to1_pRegDotStar_tWord_m50_v1kto1k                               
 11      100        1        1    0.015   0.047  12.718  20.389   2.027   0.015   0.047  40.000  40.000   regMatch_k1to1_pRegDot_tWord_m50_v100to100                                 
 20     1000        1        1    0.020   0.035   0.056  20.426   1.330   0.020   0.035  44.800  44.800   regMatch_k1to1_pRegDot_tWord_m50_v1kto1k                                   
 24      100        1        1    0.006   0.011   0.024   0.026   0.003   0.006   0.011  57.000  57.000   regMatch_k1to1_pRegMidStr_tWord_m50_v100to100                              
 21     1000        1        1    0.006   0.009   0.020  16.329   0.516   0.006   0.009  48.200  48.200   regMatch_k1to1_pRegMidStr_tWord_m50_v1kto1k                                
  0      100        1        1    0.008   0.054  13.099  20.464   2.036   0.008   0.054  51.000  51.000   regMatch_k1to1_pRegPhone_tPhone_m50_v100to100                              
  3     1000        1        1    0.005   0.007   0.019  24.438   1.005   0.005   0.007  47.500  47.500   regMatch_k1to1_pRegPhone_tPhone_m50_v1kto1k                                
