resultsFileName : 2016-05-16_linux_v2.0.0_node-v5.4.1_v100to1k_1463385482140.json
seq       nT       nO       nP    T-q50   T-q95   T-q99   T-max  T-stdev  P-q50   P-q95     mT%     mO%   testName                                                                 
 18     1000     1000        1    0.049   0.064   0.070   0.641   0.025   0.000   0.000 100.000   0.100   filterJsArray_k1to100_fixedKey_k1d_v1kto1k                                 
 10     1000     1000        1    1.083   1.239   1.420   3.946   0.139   0.001   0.001 100.000   0.100   filterJsArray_k1to100_fixedKey_k4d_v1kto1k                                 
 12      100      100      100    0.874   0.988   1.357   1.461   0.094   0.000   0.000 100.000   1.000   filter_k100to100_m100_v100to100                                            
 21      100      100       10    0.405   0.510   1.710   2.357   0.203   0.000   0.001  54.000   0.540   filter_k10to100_m50_v100to100                                              
  3     1000     1000       11    4.143   5.302   5.918  11.022   0.711   0.000   0.000  50.200   0.050   filter_k10to100_m50_v1kto1k                                                
 31     1000      100        1    0.575   0.807   0.920   2.459   0.160   0.006   0.008  81.500   1.933   filter_k1to100_charDotStar_v1kto100                                        
 16     1000     1000        1    5.765   7.901   8.786  10.338   1.189   0.006   0.008 100.000   1.886   filter_k1to100_charDotStar_v1kto1k                                         
 11     1000     1000        1    3.408   3.673   3.857   6.214   0.183   0.003   0.004 100.000   0.100   filter_k1to100_fixedKey_k1d_v1kto1k                                        
 24     1000     1000        1    3.157   3.444   4.546   6.651   0.293   0.003   0.003 100.000   0.100   filter_k1to100_fixedKey_k4d_v1kto1k                                        
 38      100      100        1    0.360   0.484   1.564   1.991   0.178   0.004   0.005  56.000   0.560   filter_k1to100_m50_v100to100                                               
 27     1000     1000        1    3.995   5.072   5.741  13.857   0.663   0.004   0.005  49.300   0.049   filter_k1to100_m50_v1kto1k                                                 
 29      100      100        1    0.292   0.341   0.352   0.353   0.023   0.003   0.003  42.000   4.060   filter_k1to1_pRegDotStar_tWord_m50_v100to100                               
