resultsFileName : 2016-05-04_win32_v1.0.0_node-v4.4.3_v100to1k_1462370209476.json
seq       nT       nO       nP    T-q50   T-q95   T-q99   T-max  T-stdev  P-q50   P-q95     mT%     mO%   testName                                                                 
 10     1000     1000        1    0.069   0.090   0.169   5.546   0.175   0.000   0.000 100.000   0.100   filterJsArray_k1to100_fixedKey_k1d_v1kto1k                                 
  9     1000     1000        1    0.122   0.180   0.520  21.070   0.668   0.000   0.000 100.000   0.100   filterJsArray_k1to100_fixedKey_k4d_v1kto1k                                 
 28      100      100      100    0.679   1.054   4.290   5.903   0.541   0.000   0.000 100.000   1.000   filter_k100to100_m100_v100to100                                            
 20      100      100       10    0.309   0.543   1.259   1.373   0.152   0.000   0.001  54.000   0.540   filter_k10to100_m50_v100to100                                              
 26    10000    10000       10   39.237  49.387  55.230 111.650   5.242   0.000   0.000  49.910   0.005   filter_k10to100_m50_v10kto10k                                              
  3     1000     1000       11    3.530   4.945   6.008  10.384   0.768   0.000   0.000  50.200   0.050   filter_k10to100_m50_v1kto1k                                                
  7     1000      100        1    0.543   0.948   1.295   3.772   0.251   0.005   0.009  81.500   1.933   filter_k1to100_charDotStar_v1kto100                                        
 17     1000     1000        1    6.304  16.005  24.986  47.504   4.564   0.006   0.016 100.000   1.886   filter_k1to100_charDotStar_v1kto1k                                         
 32     1000     1000        1    1.280   2.438   3.101  11.613   0.508   0.001   0.002 100.000   0.100   filter_k1to100_fixedKey_k1d_v1kto1k                                        
  8     1000     1000        1    6.879  13.965  25.750  42.316   3.603   0.007   0.014 100.000   0.100   filter_k1to100_fixedKey_k4d_v1kto1k                                        
 23      100      100        1    0.286   0.645   2.611   3.667   0.354   0.003   0.006  56.000   0.560   filter_k1to100_m50_v100to100                                               
 37     1000     1000        1    3.510   4.700   5.385  10.230   0.641   0.004   0.005  49.300   0.049   filter_k1to100_m50_v1kto1k                                                 
 11      100      100        1    0.307   0.473   4.020   6.046   0.581   0.003   0.005  42.000   4.060   filter_k1to1_pRegDotStar_tWord_m50_v100to100                               
 29     1000     1000        1    2.756   3.879   4.345   6.610   0.448   0.003   0.004  50.600   4.580   filter_k1to1_pRegDotStar_tWord_m50_v1kto1k                                 
 18      100      100        1    0.128   0.314   0.514   0.537   0.072   0.001   0.003  57.000   0.570   filter_k1to1_pWord_tWord_m50_v100to100                                     
  5     1000     1000        1    1.163   2.185   2.639   3.904   0.338   0.001   0.002  48.800   0.049   filter_k1to1_pWord_tWord_m50_v1kto1k                                       
  1      100        1        1    0.058   0.122   0.473   0.570   0.060   0.058   0.122  56.000  56.000   matchSimple_k1to100_m50_v100to100                                          
 12     1000        1        1    0.094   0.141   0.319  15.543   0.669   0.094   0.141  49.300  49.300   matchSimple_k1to100_m50_v1kto1k                                            
  6      100        1        1    0.045   0.077   0.163   0.205   0.019   0.045   0.077  57.000  57.000   matchSimple_k1to1_pWord_tWord_m50_v100to100                                
 33     1000        1        1    0.045   0.085   0.176   3.160   0.102   0.045   0.085  48.800  48.800   matchSimple_k1to1_pWord_tWord_m50_v1kto1k                                  
 22      100        1      100    0.390   0.638   0.747   0.748   0.089   0.004   0.006 100.000 100.000   match_k100to100_m100_v100to100                                             
 30     1000        1      100    0.381   0.618   0.854  11.251   0.477   0.004   0.006 100.000 100.000   match_k100to100_m100_v1kto1k                                               
 34      100        1       10    0.045   0.102   0.231   0.242   0.033   0.005   0.010  54.000  54.000   match_k10to100_m50_v100to100                                               
