resultsFileName : 2016-05-04_linux_v1.0.0_node-v5.4.1_v100to1k_1462375495815.json
seq       nT       nO       nP    T-q50   T-q95   T-q99   T-max  T-stdev  P-q50   P-q95     mT%     mO%   testName                                                                 
  2     1000     1000        1    0.050   0.065   0.081   0.785   0.033   0.000   0.000 100.000   0.100   filterJsArray_k1to100_fixedKey_k1d_v1kto1k                                 
  0     1000     1000        1    0.123   0.152   0.234   1.391   0.066   0.000   0.000 100.000   0.100   filterJsArray_k1to100_fixedKey_k4d_v1kto1k                                 
 24      100      100      100    0.930   1.072   2.994   4.071   0.322   0.000   0.000 100.000   1.000   filter_k100to100_m100_v100to100                                            
 32      100      100       10    0.459   0.547   0.601   0.614   0.058   0.000   0.001  54.000   0.540   filter_k10to100_m50_v100to100                                              
 38     1000     1000       11    4.435   5.547   6.473  10.030   0.686   0.000   0.001  50.200   0.050   filter_k10to100_m50_v1kto1k                                                
 11     1000      100        1    0.633   0.883   1.030   2.758   0.156   0.006   0.009  81.500   1.933   filter_k1to100_charDotStar_v1kto100                                        
  6     1000     1000        1    6.160   8.392   9.595  10.457   1.265   0.006   0.008 100.000   1.886   filter_k1to100_charDotStar_v1kto1k                                         
 26     1000     1000        1    1.695   1.911   2.756  10.244   0.341   0.002   0.002 100.000   0.100   filter_k1to100_fixedKey_k1d_v1kto1k                                        
  3     1000     1000        1    3.279   3.487   3.730   7.952   0.244   0.003   0.003 100.000   0.100   filter_k1to100_fixedKey_k4d_v1kto1k                                        
 35      100      100        1    0.409   0.536   2.697   3.416   0.325   0.004   0.005  56.000   0.560   filter_k1to100_m50_v100to100                                               
 23     1000     1000        1    4.398   5.602   6.620  76.253   2.373   0.004   0.006  49.300   0.049   filter_k1to100_m50_v1kto1k                                                 
 30      100      100        1    0.304   0.367   0.648   0.801   0.057   0.003   0.004  42.000   4.060   filter_k1to1_pRegDotStar_tWord_m50_v100to100                               
 36     1000     1000        1    2.820   3.441   3.906   5.447   0.276   0.003   0.003  50.600   4.580   filter_k1to1_pRegDotStar_tWord_m50_v1kto1k                                 
  1      100      100        1    0.263   1.040   3.433   4.104   0.471   0.003   0.010  57.000   0.570   filter_k1to1_pWord_tWord_m50_v100to100                                     
  8     1000     1000        1    1.753   1.973   2.872   3.436   0.213   0.002   0.002  48.800   0.049   filter_k1to1_pWord_tWord_m50_v1kto1k                                       
 29      100        1        1    0.088   0.117   0.171   0.192   0.016   0.088   0.117  56.000  56.000   matchSimple_k1to100_m50_v100to100                                          
 17     1000        1        1    0.095   0.121   0.187   0.743   0.028   0.095   0.121  49.300  49.300   matchSimple_k1to100_m50_v1kto1k                                            
 22      100        1        1    0.076   0.107   0.194   0.202   0.019   0.076   0.107  57.000  57.000   matchSimple_k1to1_pWord_tWord_m50_v100to100                                
  9     1000        1        1    0.084   0.122   0.187   1.590   0.079   0.084   0.122  48.800  48.800   matchSimple_k1to1_pWord_tWord_m50_v1kto1k                                  
 34      100        1      100    0.526   0.593   0.673   0.681   0.039   0.005   0.006 100.000 100.000   match_k100to100_m100_v100to100                                             
 33     1000        1      100    0.543   0.836   0.970   2.923   0.184   0.005   0.008 100.000 100.000   match_k100to100_m100_v1kto1k                                               
 16      100        1       10    0.058   0.082   0.153   0.191   0.016   0.006   0.008  54.000  54.000   match_k10to100_m50_v100to100                                               
  5     1000        1       11    0.063   0.094   0.137   0.592   0.023   0.006   0.009  50.200  50.200   match_k10to100_m50_v1kto1k                                                 
 19      100        1        1    0.010   0.021   0.025   0.027   0.003   0.010   0.021  56.000  56.000   match_k1to100_m50_v100to100                                                
 18     1000        1        1    0.011   0.016   0.028   0.646   0.020   0.011   0.016  49.300  49.300   match_k1to100_m50_v1kto1k                                                  
 13      100        1        1    0.003   0.006   0.380   0.601   0.059   0.003   0.006  47.000  47.000   match_k1to1_pParagraph_tParagraph_m50_v100to100                            
 10     1000        1        1    0.003   0.006   0.048   0.156   0.008   0.003   0.006  49.500  49.500   match_k1to1_pParagraph_tParagraph_m50_v1kto1k                              
 31      100        1        1    0.003   0.004   0.016   0.017   0.002   0.003   0.004  47.000  47.000   match_k1to1_pString_tString_m50_v100to100                                  
 37     1000        1        1    0.003   0.003   0.016   0.642   0.020   0.003   0.003  50.800  50.800   match_k1to1_pString_tString_m50_v1kto1k                                    
 20      100        1        1    0.003   0.006   0.021   0.023   0.003   0.003   0.006  57.000  57.000   match_k1to1_pWord_tWord_m50_v100to100                                      
 14     1000        1        1    0.003   0.004   0.016   0.024   0.002   0.003   0.004  48.800  48.800   match_k1to1_pWord_tWord_m50_v1kto1k                                        
 15      100        1        1    0.009   0.034   0.080   0.090   0.013   0.009   0.034  42.000  42.000   regMatch_k1to1_pRegDotStar_tWord_m50_v100to100                             
 25     1000        1        1    0.008   0.028   0.037   0.505   0.018   0.008   0.028  50.100  50.100   regMatch_k1to1_pRegDotStar_tWord_m50_v1kto1k                               
 12      100        1        1    0.012   0.036   0.046   0.048   0.010   0.012   0.036  40.000  40.000   regMatch_k1to1_pRegDot_tWord_m50_v100to100                                 
  7     1000        1        1    0.020   0.034   0.043   0.234   0.014   0.020   0.034  44.800  44.800   regMatch_k1to1_pRegDot_tWord_m50_v1kto1k                                   
 28      100        1        1    0.006   0.019   0.123   0.180   0.018   0.006   0.019  57.000  57.000   regMatch_k1to1_pRegMidStr_tWord_m50_v100to100                              
 21     1000        1        1    0.006   0.008   0.020   0.031   0.003   0.006   0.008  48.200  48.200   regMatch_k1to1_pRegMidStr_tWord_m50_v1kto1k                                
  4      100        1        1    0.006   0.009   0.296   0.457   0.045   0.006   0.009  51.000  51.000   regMatch_k1to1_pRegPhone_tPhone_m50_v100to100                              
 27     1000        1        1    0.010   0.020   0.029   0.191   0.007   0.010   0.020  47.500  47.500   regMatch_k1to1_pRegPhone_tPhone_m50_v1kto1k                                
