resultsFileName : 2016-05-16_linux_v2.0.0_node-v4.2.4_v100to1k_1463385509557.json
seq       nT       nO       nP    T-q50   T-q95   T-q99   T-max  T-stdev  P-q50   P-q95     mT%     mO%   testName                                                                 
 31     1000     1000        1    0.065   0.079   0.090   0.676   0.028   0.000   0.000 100.000   0.100   filterJsArray_k1to100_fixedKey_k1d_v1kto1k                                 
 11     1000     1000        1    0.962   1.026   1.067   3.178   0.105   0.001   0.001 100.000   0.100   filterJsArray_k1to100_fixedKey_k4d_v1kto1k                                 
 12      100      100      100    0.754   1.284   6.885   8.183   0.862   0.000   0.000 100.000   1.000   filter_k100to100_m100_v100to100                                            
 22      100      100       10    0.447   0.726   3.654   4.466   0.459   0.000   0.001  54.000   0.540   filter_k10to100_m50_v100to100                                              
 36     1000     1000       11    3.690   4.990   5.777  12.701   0.713   0.000   0.000  50.200   0.050   filter_k10to100_m50_v1kto1k                                                
 23     1000      100        1    0.555   0.854   1.042   3.056   0.169   0.006   0.009  81.500   1.933   filter_k1to100_charDotStar_v1kto100                                        
 29     1000     1000        1    6.288   9.274  10.633  14.500   1.549   0.006   0.009 100.000   1.886   filter_k1to100_charDotStar_v1kto1k                                         
 14     1000     1000        1    2.826   3.010   4.275  10.685   0.355   0.003   0.003 100.000   0.100   filter_k1to100_fixedKey_k1d_v1kto1k                                        
  7     1000     1000        1    4.175   4.330   4.431   9.939   0.233   0.004   0.004 100.000   0.100   filter_k1to100_fixedKey_k4d_v1kto1k                                        
 32      100      100        1    0.312   0.415   3.174   4.292   0.411   0.003   0.004  56.000   0.560   filter_k1to100_m50_v100to100                                               
 33     1000     1000        1    3.561   4.631   5.263  58.411   1.817   0.004   0.005  49.300   0.049   filter_k1to100_m50_v1kto1k                                                 
 19      100      100        1    0.410   0.471   5.091   7.148   0.684   0.004   0.005  42.000   4.060   filter_k1to1_pRegDotStar_tWord_m50_v100to100                               
 16     1000     1000        1    2.880   3.941   4.190   6.529   0.322   0.003   0.004  50.600   4.580   filter_k1to1_pRegDotStar_tWord_m50_v1kto1k                                 
 10      100      100        1    0.170   0.193   0.725   0.954   0.082   0.002   0.002  57.000   0.570   filter_k1to1_pWord_tWord_m50_v100to100                                     
 38     1000     1000        1    1.210   1.298   2.406   3.697   0.236   0.001   0.001  48.800   0.049   filter_k1to1_pWord_tWord_m50_v1kto1k                                       
 37      100        1        1    0.069   0.098   0.217   0.247   0.022   0.069   0.098  56.000  56.000   matchSimple_k1to100_m50_v100to100                                          
 27     1000        1        1    0.067   0.091   0.200   0.912   0.038   0.067   0.091  49.300  49.300   matchSimple_k1to100_m50_v1kto1k                                            
  6      100        1        1    0.062   0.084   0.308   0.320   0.034   0.062   0.084  57.000  57.000   matchSimple_k1to1_pWord_tWord_m50_v100to100                                
 30     1000        1        1    0.058   0.078   0.095   0.204   0.012   0.058   0.078  48.800  48.800   matchSimple_k1to1_pWord_tWord_m50_v1kto1k                                  
  0      100        1      100    0.438   0.703   1.833   2.136   0.210   0.004   0.007 100.000 100.000   match_k100to100_m100_v100to100                                             
  8     1000        1      100    0.429   0.477   0.539   3.942   0.183   0.004   0.005 100.000 100.000   match_k100to100_m100_v1kto1k                                               
 26      100        1       10    0.051   0.062   0.137   0.178   0.014   0.005   0.006  54.000  54.000   match_k10to100_m50_v100to100                                               
 28     1000        1       11    0.052   0.068   0.081   5.961   0.187   0.005   0.006  50.200  50.200   match_k10to100_m50_v1kto1k                                                 
  1      100        1        1    0.010   0.015   0.835   1.099   0.115   0.010   0.015  56.000  56.000   match_k1to100_m50_v100to100                                                
 17     1000        1        1    0.010   0.014   0.061   0.305   0.013   0.010   0.014  49.300  49.300   match_k1to100_m50_v1kto1k                                                  
  5      100        1        1    0.005   0.007   0.012   0.013   0.001   0.005   0.007  47.000  47.000   match_k1to1_pParagraph_tParagraph_m50_v100to100                            
  2     1000        1        1    0.006   0.007   0.016   3.208   0.101   0.006   0.007  49.500  49.500   match_k1to1_pParagraph_tParagraph_m50_v1kto1k                              
 21      100        1        1    0.005   0.014   0.120   0.133   0.016   0.005   0.014  47.000  47.000   match_k1to1_pString_tString_m50_v100to100                                  
  9     1000        1        1    0.005   0.007   0.018   0.033   0.002   0.005   0.007  50.800  50.800   match_k1to1_pString_tString_m50_v1kto1k                                    
 35      100        1        1    0.002   0.006   0.438   0.694   0.069   0.002   0.006  57.000  57.000   match_k1to1_pWord_tWord_m50_v100to100                                      
 25     1000        1        1    0.004   0.005   0.016   0.018   0.002   0.004   0.005  48.800  48.800   match_k1to1_pWord_tWord_m50_v1kto1k                                        
 34      100        1        1    0.006   0.024   0.039   0.040   0.008   0.006   0.024  42.000  42.000   regMatch_k1to1_pRegDotStar_tWord_m50_v100to100                             
 15     1000        1        1    0.011   0.030   0.040   0.768   0.034   0.011   0.030  50.100  50.100   regMatch_k1to1_pRegDotStar_tWord_m50_v1kto1k                               
 20      100        1        1    0.022   0.055   0.116   0.118   0.019   0.022   0.055  40.000  40.000   regMatch_k1to1_pRegDot_tWord_m50_v100to100                                 
 13     1000        1        1    0.021   0.034   0.047   0.712   0.029   0.021   0.034  44.800  44.800   regMatch_k1to1_pRegDot_tWord_m50_v1kto1k                                   
 18      100        1        1    0.009   0.022   0.081   0.086   0.011   0.009   0.022  57.000  57.000   regMatch_k1to1_pRegMidStr_tWord_m50_v100to100                              
 24     1000        1        1    0.007   0.008   0.019   1.533   0.052   0.007   0.008  48.200  48.200   regMatch_k1to1_pRegMidStr_tWord_m50_v1kto1k                                
  4      100        1        1    0.008   0.010   0.022   0.026   0.002   0.008   0.010  51.000  51.000   regMatch_k1to1_pRegPhone_tPhone_m50_v100to100                              
  3     1000        1        1    0.008   0.010   0.020   0.348   0.014   0.008   0.010  47.500  47.500   regMatch_k1to1_pRegPhone_tPhone_m50_v1kto1k                                
