resultsFileName : 2016-05-16_linux_v2.0.0_node-v4.2.4_v100to1k_1463385562284.json
seq       nT       nO       nP    T-q50   T-q95   T-q99   T-max  T-stdev  P-q50   P-q95     mT%     mO%   testName                                                                 
  2      100        1        1    0.058   0.092   0.280   0.288   0.032   0.058   0.092  57.000  57.000   matchSimple_k1to1_pWord_tWord_m50_v100to100                                
 13     1000        1        1    0.056   0.079   0.122   2.017   0.073   0.056   0.079  48.800  48.800   matchSimple_k1to1_pWord_tWord_m50_v1kto1k                                  
 36      100        1      100    0.431   0.476   3.157   4.775   0.433   0.004   0.005 100.000 100.000   match_k100to100_m100_v100to100                                             
 22     1000        1      100    0.435   0.474   0.506   3.167   0.216   0.004   0.005 100.000 100.000   match_k100to100_m100_v1kto1k                                               
 35      100        1       10    0.045   0.066   0.074   0.076   0.009   0.005   0.007  54.000  54.000   match_k10to100_m50_v100to100                                               
  4     1000        1       11    0.052   0.072   0.098   0.586   0.024   0.005   0.007  50.200  50.200   match_k10to100_m50_v1kto1k                                                 
  5      100        1        1    0.008   0.014   0.026   0.028   0.004   0.008   0.014  56.000  56.000   match_k1to100_m50_v100to100                                                
 30     1000        1        1    0.008   0.015   0.022   0.549   0.017   0.008   0.015  49.300  49.300   match_k1to100_m50_v1kto1k                                                  
 16      100        1        1    0.003   0.004   0.023   0.028   0.003   0.003   0.004  47.000  47.000   match_k1to1_pParagraph_tParagraph_m50_v100to100                            
 33     1000        1        1    0.002   0.003   0.014   0.019   0.001   0.002   0.003  49.500  49.500   match_k1to1_pParagraph_tParagraph_m50_v1kto1k                              
 12      100        1        1    0.002   0.004   0.014   0.020   0.002   0.002   0.004  47.000  47.000   match_k1to1_pString_tString_m50_v100to100                                  
 19     1000        1        1    0.002   0.003   0.004   0.513   0.016   0.002   0.003  50.800  50.800   match_k1to1_pString_tString_m50_v1kto1k                                    
 31      100        1        1    0.002   0.004   0.018   0.023   0.002   0.002   0.004  57.000  57.000   match_k1to1_pWord_tWord_m50_v100to100                                      
 21     1000        1        1    0.002   0.003   0.004   0.017   0.001   0.002   0.003  48.800  48.800   match_k1to1_pWord_tWord_m50_v1kto1k                                        
 15      100        1        1    0.005   0.028   0.059   0.066   0.010   0.005   0.028  42.000  42.000   regMatch_k1to1_pRegDotStar_tWord_m50_v100to100                             
 14     1000        1        1    0.006   0.022   0.037   0.662   0.025   0.006   0.022  50.100  50.100   regMatch_k1to1_pRegDotStar_tWord_m50_v1kto1k                               
 37      100        1        1    0.014   0.030   0.050   0.053   0.009   0.014   0.030  40.000  40.000   regMatch_k1to1_pRegDot_tWord_m50_v100to100                                 
 10     1000        1        1    0.015   0.028   0.034   0.712   0.023   0.015   0.028  44.800  44.800   regMatch_k1to1_pRegDot_tWord_m50_v1kto1k                                   
 28      100        1        1    0.007   0.012   0.028   0.029   0.004   0.007   0.012  57.000  57.000   regMatch_k1to1_pRegMidStr_tWord_m50_v100to100                              
 20     1000        1        1    0.004   0.005   0.007   0.028   0.001   0.004   0.005  48.200  48.200   regMatch_k1to1_pRegMidStr_tWord_m50_v1kto1k                                
  8      100        1        1    0.004   0.005   0.166   0.261   0.026   0.004   0.005  51.000  51.000   regMatch_k1to1_pRegPhone_tPhone_m50_v100to100                              
  0     1000        1        1    0.005   0.008   0.020   1.151   0.046   0.005   0.008  47.500  47.500   regMatch_k1to1_pRegPhone_tPhone_m50_v1kto1k                                
